cm Top_i (cm)                   ,age Top_i (yr BP)              ,char Count_i (#)               ,char Vol_i (cm3)               ,char Con_i (# cm-3)            ,char Acc_i (# cm-2 yr-1)       ,charBkg (# cm-2 yr-1)          ,char Peak (# cm-2 yr-1)        ,thresh 1 (# cm-2 yr-1)         ,thresh 2 (# cm-2 yr-1)         ,thresh 3 (# cm-2 yr-1)         ,thresh FinalPos (# cm-2 yr-1)  ,thresh FinalNeg (# cm-2 yr-1)  ,SNI (index)                    ,thresh GOF (p-val)             ,peaks 1                        ,peaks 2                        ,peaks 3                        ,peaks Final                    ,peaks Insig.                   ,peak Mag (# cm-2 peak-1)       ,smPeak Frequ (peaks 1ka-1)     ,smFRIs (yr*fire-1)             ,nFRIs (#)                      ,mFRI (yr fire-1)               ,mFRI_uCI (yr fire-1)           ,mFRI_lCI (yr fire-1)           ,WBLb (yr)                      ,WBLb_uCI (yr)                  ,WBLb_lCI (yr fire-1)           ,WBLc (unitless)                ,WBLc_uCI (unitless)            ,WBLc_lCI (unitless)            
5.0385                          ,219                            ,9                              ,5                              ,1.8                            ,0.034615                       ,0.047594                       ,-0.012979                      ,0.028145                       ,0.04359                        ,0.060901                       ,0.04359                        ,-0.061851                      ,8.539                          ,0.63213                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5669                         ,149.8794                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
5.3269                          ,234                            ,11.4                           ,5                              ,2.28                           ,0.044548                       ,0.046373                       ,-0.0018255                     ,0.027091                       ,0.042264                       ,0.059271                       ,0.042264                       ,-0.061323                      ,8.8279                         ,0.54838                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6161                         ,148.6568                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
5.62                            ,249                            ,15                             ,5                              ,3                              ,0.06                           ,0.045158                       ,0.014842                       ,0.02596                        ,0.040838                       ,0.057515                       ,0.040838                       ,-0.060736                      ,9.0938                         ,0.40585                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6653                         ,147.4248                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
5.92                            ,264                            ,41.4                           ,5                              ,8.28                           ,0.16093                        ,0.04395                        ,0.11698                        ,0.024738                       ,0.039296                       ,0.055614                       ,0.039296                       ,-0.060095                      ,9.3342                         ,0.31723                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7146                         ,146.1929                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
6.2115                          ,279                            ,51                             ,5                              ,10.2                           ,0.19615                        ,0.04276                        ,0.15339                        ,0.023442                       ,0.037663                       ,0.053604                       ,0.037663                       ,-0.059427                      ,9.5435                         ,0.30557                        ,1                              ,1                              ,1                              ,1                              ,0                              ,3.0946                         ,6.7639                         ,144.9609                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
6.5                             ,294                            ,0                              ,5                              ,0                              ,0                              ,0.0416                         ,-0.0416                        ,0.022112                       ,0.035992                       ,0.05155                        ,0.035992                       ,-0.058767                      ,9.7153                         ,0.3024                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8133                         ,143.729                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
6.7885                          ,309                            ,2.4                            ,5                              ,0.48                           ,0.0093292                      ,0.040489                       ,-0.031159                      ,0.020788                       ,0.034333                       ,0.049516                       ,0.034333                       ,-0.058144                      ,9.8471                         ,0.35016                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8627                         ,142.497                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
7.08                            ,324                            ,9                              ,5                              ,1.8                            ,0.036                          ,0.039447                       ,-0.0034471                     ,0.019536                       ,0.032774                       ,0.047611                       ,0.032774                       ,-0.057602                      ,9.9373                         ,0.27717                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.9122                         ,141.265                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
7.38                            ,339                            ,5.4                            ,5                              ,1.08                           ,0.0216                         ,0.038495                       ,-0.016895                      ,0.018447                       ,0.031427                       ,0.045977                       ,0.031427                       ,-0.05719                       ,9.9868                         ,0.22566                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.9616                         ,140.0775                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
7.68                            ,354                            ,3                              ,5                              ,0.6                            ,0.012                          ,0.037652                       ,-0.025652                      ,0.017611                       ,0.030407                       ,0.044749                       ,0.030407                       ,-0.056951                      ,9.9985                         ,0.31205                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.0109                         ,138.9196                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
7.98                            ,369                            ,8.6                            ,5                              ,1.72                           ,0.033165                       ,0.03694                        ,-0.0037751                     ,0.01709                        ,0.029789                       ,0.044023                       ,0.029789                       ,-0.056907                      ,9.9773                         ,0.2212                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.0601                         ,137.7618                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
8.2692                          ,384                            ,40                             ,5                              ,8                              ,0.15508                        ,0.036374                       ,0.1187                         ,0.016891                       ,0.029578                       ,0.0438                         ,0.029578                       ,-0.057044                      ,9.9273                         ,0.23642                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.109                          ,136.6039                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
