cm Top_i (cm),age Top_i (yr BP),char Count_i (#),char Vol_i (cm3),char Con_i (# cm-3),char Acc_i (# cm-2 yr-1),charBkg (# cm-2 yr-1),char Peak (# cm-2 yr-1),thresh 1 (# cm-2 yr-1),thresh 2 (# cm-2 yr-1),thresh 3 (# cm-2 yr-1),thresh FinalPos (# cm-2 yr-1),thresh FinalNeg (# cm-2 yr-1),SNI (index),thresh GOF (p-val),peaks 1,peaks 2,peaks 3,peaks Final,peaks Insig.,peak Mag (# cm-2 peak-1),smPeak Frequ (peaks 1ka-1),smFRIs (yr fire-1),nFRIs (#),mFRI (yr fire-1),mFRI_uCI (yr fire-1),mFRI_lCI (yr fire-1),WBLb (yr),WBLb_uCI (yr),WBLb_lCI (yr),WBLc (unitless),WBLc_uCI (unitless),WBLc_lCI (unitless)
141.7727,3318,24.6667,4,6.1667,0.29899,0.28336,0.015629,0.16644,0.2347,0.3112,0.2347,-0.23129,5.6028,0.46876,0,0,0,0,0,0,4.4513,,,,,,,,,,,
142.5,3333,14.6667,4,3.6667,0.17778,0.28413,-0.10635,0.16725,0.23578,0.3126,0.23578,-0.23209,5.5914,0.36356,0,0,0,0,0,0,4.4134,,,,,,,,,,,
143.2273,3348,10.6,4,2.65,0.12768,0.28506,-0.15738,0.16814,0.23697,0.31412,0.23697,-0.23295,5.5778,0.43316,0,0,0,0,0,0,4.3766,,,,,,,,,,,
143.95,3363,17.0667,4,4.2667,0.19523,0.28616,-0.090924,0.16912,0.23827,0.31579,0.23827,-0.23387,5.5619,0.43971,0,0,0,0,0,0,4.3412,,,,,,,,,,,
144.6364,3378,9.2,4,2.3,0.10455,0.2874,-0.18285,0.17019,0.23969,0.3176,0.23969,-0.23484,5.5438,0.30995,0,0,0,0,0,0,4.3076,,,,,,,,,,,
145.3182,3393,9.6667,4,2.4167,0.10985,0.28877,-0.17892,0.17135,0.24123,0.31956,0.24123,-0.23587,5.5236,0.26618,0,0,0,0,0,0,4.2761,,,,,,,,,,,
146,3408,50.7333,4,12.6833,0.57652,0.29021,0.2863,0.1726,0.24288,0.32166,0.24288,-0.23696,5.5013,0.36039,0,0,0,0,0,0,4.2471,,,,,,,,,,,
146.6818,3423,121,4,30.25,1.3139,0.29171,1.0222,0.17393,0.24463,0.32388,0.24463,-0.23808,5.4771,0.44202,0,0,0,0,0,0,4.2207,,,,,,,,,,,
147.3333,3438,125.4667,4,31.3667,1.3941,0.29322,1.1009,0.17532,0.24646,0.3262,0.24646,-0.23924,5.4509,0.47431,0,0,0,0,0,0,4.1972,,,,,,,,,,,
148,3453,64.4,4,16.1,0.67083,0.29472,0.37611,0.17677,0.24836,0.3286,0.24836,-0.24041,5.4227,0.39685,0,0,0,0,0,0,4.1767,,,,,,,,,,,
148.625,3468,74.4,4,18.6,0.80318,0.29621,0.50697,0.17826,0.25031,0.33108,0.25031,-0.2416,5.3927,0.33256,1,1,1,1,0,39.1358,4.1593,,,,,,,,,,,
149.2727,3483,41,4,10.25,0.44003,0.2977,0.14233,0.1798,0.25232,0.33361,0.25232,-0.24279,5.3609,0.46391,0,0,0,0,0,0,4.1447,,,,,,,,,,,
149.9167,3498,21.9333,4,5.4833,0.2273,0.29919,-0.071889,0.18136,0.25436,0.33617,0.25436,-0.24397,5.3272,0.62421,0,0,0,0,0,0,4.1329,,,,,,,,,,,
150.5385,3513,44.6,4,11.15,0.43599,0.30072,0.13528,0.18295,0.25641,0.33876,0.25641,-0.24514,5.2919,0.51895,0,0,0,0,0,0,4.1234,,,,,,,,,,,
151.125,3528,62.2,4,15.55,0.64792,0.30336,0.34456,0.18453,0.25846,0.34133,0.25846,-0.24627,5.2548,0.42625,0,0,1,0,0,0,4.1156,,,,,,,,,,,
151.75,3543,59.8,4,14.95,0.59417,0.30496,0.28921,0.1861,0.26048,0.34386,0.26048,-0.24736,5.2161,0.48282,1,1,0,1,0,1.8372,4.1092,,,,,,,,,,,
152.3462,3558,44.7333,4,11.1833,0.45641,0.30667,0.14975,0.18763,0.26245,0.34632,0.26245,-0.2484,5.1759,0.5498,0,0,0,0,0,0,4.1036,,,,,,,,,,,
152.9583,3573,34.7333,4,8.6833,0.33769,0.30851,0.029173,0.18909,0.26434,0.34868,0.26434,-0.24937,5.1344,0.46458,0,0,0,0,0,0,4.0984,,,,,,,,,,,
153.5417,3588,25.5333,4,6.3833,0.26052,0.31049,-0.049978,0.19048,0.26612,0.35089,0.26612,-0.25026,5.0917,0.43746,0,0,0,0,0,0,4.0934,,,,,,,,,,,
154.1538,3603,27.8,4,6.95,0.26731,0.31261,-0.045304,0.19176,0.26775,0.35293,0.26775,-0.25106,5.048,0.5369,0,0,0,0,0,0,4.0881,,,,,,,,,,,
154.7308,3618,25.8,4,6.45,0.24808,0.31484,-0.066767,0.19291,0.26922,0.35476,0.26922,-0.25177,5.0034,0.55272,0,0,0,0,0,0,4.0822,,,,,,,,,,,
155.3077,3633,27,4,6.75,0.25962,0.31717,-0.057553,0.1939,0.27049,0.35633,0.27049,-0.25238,4.958,0.51032,0,0,0,0,0,0,4.0755,,,,,,,,,,,
155.8846,3648,25.8,4,6.45,0.24808,0.31956,-0.071485,0.19472,0.27154,0.35764,0.27154,-0.25289,4.9121,0.51977,0,0,0,0,0,0,4.0677,,,,,,,,,,,
156.4615,3663,19.4,4,4.85,0.1741,0.322,-0.14789,0.19536,0.27235,0.35865,0.27235,-0.25329,4.8658,0.61681,0,0,0,0,0,0,4.0585,,,,,,,,,,,
157,3678,30.7333,4,7.6833,0.29551,0.32446,-0.028945,0.19579,0.27291,0.35935,0.27291,-0.25358,4.8192,0.58377,0,0,0,0,0,0,4.0479,,,,,,,,,,,
157.5769,3693,27.1333,4,6.7833,0.25593,0.32693,-0.071004,0.19602,0.27321,0.35973,0.27321,-0.25376,4.7725,0.53975,0,0,0,0,0,0,4.0358,,,,,,,,,,,
158.1429,3708,20,4,5,0.18315,0.3294,-0.14625,0.19605,0.27325,0.35979,0.27325,-0.25383,4.7257,0.52278,0,0,0,0,0,0,4.0222,,,,,,,,,,,
158.6923,3723,24.4,4,6.1,0.22679,0.33184,-0.10504,0.19586,0.27303,0.35953,0.27303,-0.25381,4.679,0.6325,0,0,0,0,0,0,4.0071,,,,,,,,,,,
159.25,3738,44.1333,4,11.0333,0.39405,0.33419,0.059854,0.19548,0.27256,0.35896,0.27256,-0.25367,4.6323,0.28445,0,0,0,0,0,0,3.9907,,,,,,,,,,,
159.7857,3753,49.4,4,12.35,0.46143,0.33641,0.12502,0.19491,0.27185,0.35809,0.27185,-0.25344,4.5858,0.52031,0,0,0,0,0,0,3.9729,,,,,,,,,,,
160.3462,3768,56.5333,4,14.1333,0.51512,0.33842,0.1767,0.19415,0.2709,0.35694,0.2709,-0.25311,4.5395,0.44745,0,0,0,0,0,0,3.9538,,,,,,,,,,,
160.8929,3783,48,4,12,0.42857,0.34017,0.088403,0.19322,0.26975,0.35552,0.26975,-0.25268,4.4937,0.45264,0,0,0,0,0,0,3.9334,,,,,,,,,,,
161.4286,3798,58.8667,4,14.7167,0.5256,0.34161,0.18398,0.19214,0.26839,0.35385,0.26839,-0.25215,4.4483,0.31583,0,0,0,0,0,0,3.9117,,,,,,,,,,,
161.9643,3813,60.0667,4,15.0167,0.53631,0.34387,0.19244,0.19094,0.26687,0.35198,0.26687,-0.25154,4.4037,0.31654,0,0,0,0,0,0,3.8889,,,,,,,,,,,
162.5,3828,46.8667,4,11.7167,0.41845,0.34465,0.073801,0.18962,0.26521,0.34993,0.26521,-0.25084,4.3601,0.25198,0,0,0,0,0,0,3.8649,,,,,,,,,,,
163.0357,3843,47.1333,4,11.7833,0.42083,0.34505,0.07578,0.18822,0.26343,0.34774,0.26343,-0.25007,4.3177,0.27597,0,0,0,0,0,0,3.8399,,,,,,,,,,,
163.5714,3858,60.8,4,15.2,0.53562,0.34508,0.19054,0.18674,0.26156,0.34542,0.26156,-0.24923,4.2768,0.24671,1,0,0,0,0,0,3.8139,,,,,,,,,,,
164.1,3873,57.4,4,14.35,0.48517,0.34476,0.14041,0.18521,0.25961,0.343,0.25961,-0.24832,4.2375,0.22667,0,0,0,0,0,0,3.7869,,,,,,,,,,,
164.6071,3888,46.4667,4,11.6167,0.41488,0.3441,0.070777,0.18363,0.25759,0.34048,0.25759,-0.24733,4.2001,0.28104,0,0,0,0,0,0,3.759,,,,,,,,,,,
165.1429,3903,38,4,9.5,0.33175,0.34317,-0.011423,0.182,0.2555,0.33788,0.2555,-0.24627,4.1649,0.31094,0,0,0,0,0,0,3.7304,,,,,,,,,,,
165.6667,3918,23.6667,4,5.9167,0.20192,0.34199,-0.14008,0.18033,0.25334,0.33518,0.25334,-0.24513,4.132,0.27044,0,0,0,0,0,0,3.701,,,,,,,,,,,
166.1786,3933,25,4,6.25,0.21726,0.34063,-0.12336,0.17862,0.25113,0.33241,0.25113,-0.24391,4.1016,0.20085,0,0,0,0,0,0,3.6709,,,,,,,,,,,
166.7,3948,25.6,4,6.4,0.21943,0.33911,-0.11968,0.17687,0.24886,0.32955,0.24886,-0.24261,4.0738,0.45773,0,0,0,0,0,0,3.6404,,,,,,,,,,,
167.2143,3963,31.8,4,7.95,0.2751,0.33586,-0.060768,0.17508,0.24653,0.32661,0.24653,-0.24124,4.0488,0.36611,0,0,0,0,0,0,3.6096,,,,,,,,,,,
167.7333,3978,41.6,4,10.4,0.34667,0.33421,0.012454,0.17325,0.24413,0.32358,0.24413,-0.23977,4.0266,0.28478,0,0,0,0,0,0,3.5788,,,,,,,,,,,
168.2333,3993,40.9333,4,10.2333,0.35248,0.33408,0.018402,0.17138,0.24167,0.32046,0.24167,-0.23823,4.0072,0.15035,0,0,0,0,0,0,3.5483,,,,,,,,,,,
168.75,4008,48.4,4,12.1,0.41678,0.33394,0.082836,0.16946,0.23914,0.31725,0.23914,-0.2366,3.9907,0.37455,0,0,0,0,0,0,3.5185,,,,,,,,,,,
169.2667,4023,50.2667,4,12.5667,0.41889,0.33201,0.086874,0.1675,0.23656,0.31396,0.23656,-0.23488,3.9772,0.61073,0,0,0,0,0,0,3.4896,,,,,,,,,,,
169.7667,4038,57.1333,4,14.2833,0.47611,0.33001,0.1461,0.1655,0.23391,0.31058,0.23391,-0.23309,3.9667,0.46929,0,0,0,0,0,0,3.4621,,,,,,,,,,,
170.2667,4053,67.0667,4,16.7667,0.55889,0.3279,0.23098,0.16346,0.23119,0.30711,0.23119,-0.23122,3.9592,0.12899,0,0,0,0,0,0,3.4363,,,,,,,,,,,
170.7667,4068,88.2667,4,22.0667,0.73556,0.32564,0.40991,0.16137,0.22841,0.30355,0.22841,-0.22928,3.9547,0.11977,0,0,0,0,0,0,3.4123,,,,,,,,,,,
171.2667,4083,87.8667,4,21.9667,0.76012,0.32319,0.43693,0.15924,0.22556,0.29991,0.22556,-0.22727,3.9532,0.22207,1,1,1,1,0,6.2859,3.3905,,,,,,,,,,,
171.7857,4098,48,4,12,0.41143,0.32053,0.090897,0.15706,0.22266,0.2962,0.22266,-0.2252,3.9547,0.26806,0,0,0,0,0,0,3.3711,,,,,,,,,,,
172.3,4113,42.2,4,10.55,0.35167,0.31767,0.033998,0.15486,0.21972,0.29242,0.21972,-0.22308,3.9594,0.22867,0,0,0,0,0,0,3.3542,,,,,,,,,,,
172.8,4128,43.6,4,10.9,0.36333,0.31462,0.048709,0.15264,0.21675,0.2886,0.21675,-0.22093,3.9671,0.21496,0,0,0,0,0,0,3.3397,,,,,,,,,,,
173.3,4143,29.2,4,7.3,0.23421,0.31143,-0.077217,0.15041,0.21376,0.28477,0.21376,-0.21874,3.9779,0.19654,0,0,0,0,0,0,3.3278,,,,,,,,,,,
173.7812,4158,21.4667,4,5.3667,0.17367,0.30811,-0.13444,0.14817,0.21076,0.28092,0.21076,-0.21655,3.9916,0.20239,0,0,0,0,0,0,3.3181,,,,,,,,,,,
174.2667,4173,31.6667,4,7.9167,0.26389,0.30471,-0.040822,0.14594,0.20777,0.27707,0.20777,-0.21434,4.008,0.33711,0,0,0,0,0,0,3.3105,,,,,,,,,,,
174.7667,4188,49,4,12.25,0.40833,0.30128,0.10706,0.14372,0.20479,0.27324,0.20479,-0.21213,4.027,0.33326,0,0,0,0,0,0,3.3046,,,,,,,,,,,
175.2667,4203,64,4,16,0.53333,0.29784,0.23549,0.1415,0.20181,0.26941,0.20181,-0.20993,4.0484,0.17929,0,1,0,1,0,0.50514,3.3002,,,,,,,,,,,
175.7667,4218,53.9333,4,13.4833,0.44944,0.29445,0.15499,0.13929,0.19885,0.2656,0.19885,-0.20773,4.072,0.32832,1,0,0,0,0,0,3.2968,,,,,,,,,,,
176.2667,4233,38.4667,4,9.6167,0.32056,0.29114,0.029419,0.13709,0.19589,0.2618,0.19589,-0.20555,4.0976,0.50087,0,0,0,0,0,0,3.2941,,,,,,,,,,,
176.7667,4248,30,4,7.5,0.24167,0.28792,-0.046258,0.13489,0.19294,0.25801,0.19294,-0.20337,4.1252,0.31826,0,0,0,0,0,0,3.2917,,,,,,,,,,,
177.25,4263,22.5333,4,5.6333,0.18152,0.28483,-0.10331,0.13272,0.19002,0.25426,0.19002,-0.20121,4.1547,0.48978,0,0,0,0,0,0,3.2892,,,,,,,,,,,
177.7333,4278,22.4667,4,5.6167,0.18722,0.28184,-0.094613,0.13058,0.18715,0.25056,0.18715,-0.19907,4.1863,0.036538,0,0,0,0,0,0,3.2865,,,,,,,,,,,
178.2333,4293,23.9333,4,5.9833,0.19363,0.27894,-0.085316,0.12849,0.18434,0.24694,0.18434,-0.19696,4.22,0.78056,0,0,0,0,0,0,3.2832,,,,,,,,,,,
178.7188,4308,25.8,4,6.45,0.20694,0.27614,-0.069201,0.12646,0.18161,0.24342,0.18161,-0.19489,4.2559,0.68308,0,0,0,0,0,0,3.279,,,,,,,,,,,
179.2,4323,21.8,4,5.45,0.18167,0.2734,-0.091738,0.12451,0.17897,0.24002,0.17897,-0.19286,4.294,0.75526,0,0,0,0,0,0,3.2739,,,,,,,,,,,
179.7,4338,15.2,4,3.8,0.12667,0.27072,-0.14405,0.12264,0.17644,0.23674,0.17644,-0.19087,4.3342,0.77614,0,0,0,0,0,0,3.2676,,,,,,,,,,,
180.2,4353,20.6,4,5.15,0.16738,0.26806,-0.10069,0.12085,0.17401,0.2336,0.17401,-0.18891,4.3765,0.80323,0,0,0,0,0,0,3.26,,,,,,,,,,,
180.6875,4368,25.3333,4,6.3333,0.20231,0.26542,-0.063105,0.11916,0.1717,0.23059,0.1717,-0.187,4.4209,0.8383,0,0,0,0,0,0,3.2509,,,,,,,,,,,
181.1667,4383,29,4,7.25,0.23663,0.26277,-0.02614,0.11755,0.1695,0.22772,0.1695,-0.18513,4.467,0.79297,0,0,0,0,0,0,3.2403,,,,,,,,,,,
181.6562,4398,35,4,8.75,0.2783,0.26011,0.018191,0.11603,0.16739,0.22497,0.16739,-0.1833,4.5145,0.93488,0,0,0,0,0,0,3.2281,,,,,,,,,,,
182.1333,4413,28.5333,4,7.1333,0.23778,0.25742,-0.019645,0.11457,0.16538,0.22233,0.16538,-0.1815,4.5632,0.90232,0,0,0,0,0,0,3.2143,,,,,,,,,,,
182.6333,4428,37,4,9.25,0.30319,0.25474,0.048452,0.11316,0.16342,0.21976,0.16342,-0.17972,4.6125,0.57851,0,0,0,0,0,0,3.199,,,,,,,,,,,
183.125,4443,30.8,4,7.7,0.24383,0.25211,-0.0082753,0.11178,0.16151,0.21724,0.16151,-0.17796,4.6623,0.54432,0,0,0,0,0,0,3.1821,,,,,,,,,,,
183.6,4458,48.6,4,12.15,0.405,0.24957,0.15543,0.11041,0.1596,0.21473,0.1596,-0.17621,4.7122,0.52014,0,0,0,0,0,0,3.1638,,,,,,,,,,,
184.1,4473,47.2,4,11.8,0.38842,0.24715,0.14127,0.10904,0.15769,0.21222,0.15769,-0.17446,4.7622,0.51961,0,0,0,0,0,0,3.1443,,,,,,,,,,,
184.5938,4488,69.7333,4,17.4333,0.54963,0.24488,0.30475,0.10764,0.15575,0.20968,0.15575,-0.17271,4.8122,0.62708,0,0,0,0,0,0,3.1239,,,,,,,,,,,
185.0667,4503,105.9333,4,26.4833,0.87542,0.24277,0.63266,0.10621,0.15378,0.2071,0.15378,-0.17097,4.8624,0.53877,0,0,0,0,0,0,3.1028,,,,,,,,,,,
185.5625,4518,95.4,4,23.85,0.74863,0.24079,0.50784,0.10475,0.15176,0.20447,0.15176,-0.16924,4.9132,0.44981,0,1,1,1,0,16.7273,3.0811,,,,,,,,,,,
186.0333,4533,43.3333,4,10.8333,0.36111,0.23892,0.12219,0.10324,0.14971,0.20179,0.14971,-0.16751,4.9653,0.85564,1,0,0,0,0,0,3.0591,,,,,,,,,,,
186.5333,4548,20,4,5,0.16597,0.23714,-0.071165,0.10171,0.14762,0.19908,0.14762,-0.16579,5.0191,0.89338,0,0,0,0,0,0,3.0368,,,,,,,,,,,
187.0312,4563,20,4,5,0.15625,0.23541,-0.07916,0.10017,0.14552,0.19635,0.14552,-0.1641,5.0754,0.83496,0,0,0,0,0,0,3.0144,,,,,,,,,,,
187.5,4578,32,4,8,0.26667,0.23371,0.032954,0.098615,0.14341,0.19363,0.14341,-0.16243,5.1349,0.82824,0,0,0,0,0,0,2.9918,,,,,,,,,,,
188,4593,24,4,6,0.2,0.23203,-0.032033,0.097074,0.14133,0.19093,0.14133,-0.16079,5.1981,0.8011,0,0,0,0,0,0,2.9688,,,,,,,,,,,
188.5,4608,24,4,6,0.1875,0.23079,-0.043293,0.095556,0.13927,0.18827,0.13927,-0.15919,5.2657,0.82629,0,0,0,0,0,0,2.9452,,,,,,,,,,,
188.9688,4623,28.6667,4,7.1667,0.23789,0.22922,0.0086688,0.094073,0.13727,0.18568,0.13727,-0.15763,5.3381,0.9277,0,0,0,0,0,0,2.9211,,,,,,,,,,,
189.4667,4638,23.4,4,5.85,0.18363,0.22761,-0.043989,0.092639,0.13533,0.18317,0.13533,-0.1561,5.4157,0.9913,0,0,0,0,0,0,2.896,,,,,,,,,,,
189.9375,4653,30.8,4,7.7,0.25453,0.22595,0.028579,0.091266,0.13346,0.18076,0.13346,-0.15463,5.4989,0.99442,0,0,0,0,0,0,2.87,,,,,,,,,,,
190.4333,4668,21.6,4,5.4,0.18,0.22422,-0.044223,0.089968,0.1317,0.17847,0.1317,-0.1532,5.5878,0.9823,0,0,0,0,0,0,2.8427,,,,,,,,,,,
190.9333,4683,26.9333,4,6.7333,0.22444,0.22243,0.0020185,0.088757,0.13004,0.17632,0.13004,-0.15183,5.6824,0.9509,0,0,0,0,0,0,2.8142,,,,,,,,,,,
191.4333,4698,29.7333,4,7.4333,0.23436,0.22054,0.01382,0.087641,0.12851,0.17432,0.12851,-0.15051,5.7829,0.96044,0,0,0,0,0,0,2.7843,,,,,,,,,,,
191.9062,4713,26,4,6.5,0.21396,0.21853,-0.0045708,0.086628,0.12711,0.17248,0.12711,-0.14924,5.889,0.6925,0,0,0,0,0,0,2.753,,,,,,,,,,,
192.4,4728,37.8,4,9.45,0.315,0.21638,0.09862,0.08572,0.12583,0.1708,0.12583,-0.14804,6.0007,0.80197,0,0,0,0,0,0,2.7202,,,,,,,,,,,
192.9,4743,27.4,4,6.85,0.22833,0.21408,0.014258,0.084913,0.12469,0.16928,0.12469,-0.14689,6.1176,0.7086,0,0,0,0,0,0,2.6861,,,,,,,,,,,
193.4,4758,28,4,7,0.22167,0.21162,0.010048,0.084202,0.12367,0.16791,0.12367,-0.1458,6.2394,0.74919,0,0,0,0,0,0,2.6508,,,,,,,,,,,
193.875,4773,36.3333,4,9.0833,0.29773,0.20902,0.088707,0.083573,0.12275,0.16667,0.12275,-0.14475,6.3655,0.75818,1,0,0,0,0,0,2.6145,,,,,,,,,,,
194.3667,4788,30.9333,4,7.7333,0.25778,0.20631,0.051464,0.083011,0.12192,0.16554,0.12192,-0.14373,6.4952,0.78185,0,0,0,0,0,0,2.5774,,,,,,,,,,,
194.8667,4803,33.1333,4,8.2833,0.27611,0.20351,0.072605,0.08251,0.12117,0.1645,0.12117,-0.14276,6.628,0.73295,0,0,0,0,0,0,2.54,,,,,,,,,,,
195.3667,4818,24,4,6,0.2,0.20063,-0.00062599,0.082067,0.12049,0.16355,0.12049,-0.14182,6.7631,0.70242,0,0,0,0,0,0,2.5025,,,,,,,,,,,
195.8667,4833,20.7333,4,5.1833,0.17278,0.1977,-0.024923,0.081678,0.11988,0.1627,0.11988,-0.14092,6.8995,0.61836,0,0,0,0,0,0,2.4655,,,,,,,,,,,
196.3667,4848,25.4,4,6.35,0.21167,0.19476,0.016906,0.081341,0.11934,0.16193,0.11934,-0.14007,7.0363,0.57576,0,0,0,0,0,0,2.4292,,,,,,,,,,,
196.8667,4863,22.6,4,5.65,0.18833,0.19183,-0.0035001,0.081051,0.11886,0.16124,0.11886,-0.13926,7.1725,0.86038,0,0,0,0,0,0,2.3942,,,,,,,,,,,
197.3667,4878,15.1333,4,3.7833,0.12611,0.18894,-0.062826,0.080807,0.11844,0.16063,0.11844,-0.1385,7.3071,0.91176,0,0,0,0,0,0,2.3609,,,,,,,,,,,
197.8667,4893,16.6667,4,4.1667,0.13889,0.18608,-0.047196,0.080607,0.11809,0.1601,0.11809,-0.13779,7.4392,0.88926,0,0,0,0,0,0,2.3295,,,,,,,,,,,
198.3667,4908,15.0667,4,3.7667,0.12556,0.18328,-0.057725,0.080448,0.11779,0.15964,0.11779,-0.13714,7.5681,0.97193,0,0,0,0,0,0,2.3005,,,,,,,,,,,
198.8667,4923,36,4,9,0.3,0.18053,0.11947,0.080328,0.11755,0.15926,0.11755,-0.13655,7.693,0.87597,0,1,0,1,0,0.028914,2.2739,,,,,,,,,,,
199.3667,4938,33.7333,4,8.4333,0.28111,0.17785,0.10326,0.080243,0.11736,0.15896,0.11736,-0.13603,7.8137,0.90074,1,0,0,0,0,0,2.2499,,,,,,,,,,,
199.8667,4953,18.2667,4,4.5667,0.15222,0.17521,-0.022986,0.080189,0.11722,0.15872,0.11722,-0.13559,7.93,0.14904,0,0,0,0,0,0,2.2283,,,,,,,,,,,
200.3667,4968,12.5333,4,3.1333,0.10992,0.17263,-0.062715,0.080165,0.11713,0.15856,0.11713,-0.13522,8.042,0.37995,0,0,0,0,0,0,2.209,,,,,,,,,,,
200.8929,4983,28,4,7,0.23667,0.17012,0.066545,0.080164,0.11708,0.15845,0.11708,-0.13493,8.1497,0.55676,0,0,0,0,0,0,2.1918,,,,,,,,,,,
201.4,4998,13.6,4,3.4,0.11333,0.16769,-0.054353,0.080184,0.11706,0.1584,0.11706,-0.13472,8.253,0.50225,0,0,0,0,0,0,2.1763,,,,,,,,,,,
201.9,5013,15.4,4,3.85,0.13567,0.16533,-0.029665,0.080221,0.11708,0.1584,0.11708,-0.13459,8.3515,0.53579,0,0,0,0,0,0,2.162,,,,,,,,,,,
202.4286,5028,12.6667,4,3.1667,0.10656,0.16258,-0.05602,0.080275,0.11714,0.15846,0.11714,-0.13454,8.4448,0.47498,0,0,0,0,0,0,2.1485,,,,,,,,,,,
202.9333,5043,17.2,4,4.3,0.15221,0.16027,-0.0080676,0.080347,0.11723,0.15857,0.11723,-0.13458,8.5325,0.66301,0,0,0,0,0,0,2.1354,,,,,,,,,,,
203.4643,5058,18,4,4.5,0.15071,0.15808,-0.0073685,0.080441,0.11736,0.15875,0.11736,-0.1347,8.6142,0.64989,0,0,0,0,0,0,2.1221,,,,,,,,,,,
203.9667,5073,10.5333,4,2.6333,0.09363,0.15603,-0.062401,0.080558,0.11753,0.15898,0.11753,-0.13491,8.6892,0.64365,0,0,0,0,0,0,2.1084,,,,,,,,,,,
204.5,5088,20,4,5,0.16667,0.15413,0.012534,0.080705,0.11776,0.15928,0.11776,-0.13519,8.7571,0.49619,0,0,0,0,0,0,2.0939,,,,,,,,,,,
205,5103,6.6,4,1.65,0.058929,0.1524,-0.093474,0.080889,0.11803,0.15967,0.11803,-0.13556,8.8173,0.62446,0,0,0,0,0,0,2.0784,,,,,,,,,,,
205.5357,5118,14.7333,4,3.6833,0.13038,0.15085,-0.020475,0.081121,0.11838,0.16015,0.11838,-0.13602,8.8697,0.59334,0,0,0,0,0,0,2.0617,,,,,,,,,,,
206.0667,5133,13.4,4,3.35,0.11273,0.1495,-0.03677,0.081413,0.11882,0.16075,0.11882,-0.13655,8.9138,0.59196,0,0,0,0,0,0,2.0436,,,,,,,,,,,
206.5714,5148,15.4,4,3.85,0.1375,0.14835,-0.010854,0.081778,0.11935,0.16147,0.11935,-0.13718,8.9497,0.69236,0,0,0,0,0,0,2.0238,,,,,,,,,,,
207.1071,5163,14.0667,4,3.5167,0.1256,0.14743,-0.021834,0.082226,0.12,0.16235,0.12,-0.1379,8.9771,0.53945,0,0,0,0,0,0,2.0022,,,,,,,,,,,
207.6429,5178,20.6667,4,5.1667,0.18452,0.14673,0.037791,0.082762,0.12077,0.16337,0.12077,-0.13872,8.9958,0.46799,0,0,0,0,0,0,1.9788,,,,,,,,,,,
208.1786,5193,25.6,4,6.4,0.22857,0.14627,0.0823,0.083389,0.12166,0.16456,0.12166,-0.13963,9.0057,0.53185,0,0,0,0,0,0,1.9536,,,,,,,,,,,
208.7143,5208,20.1333,4,5.0333,0.17976,0.14604,0.033719,0.084102,0.12267,0.16589,0.12267,-0.14062,9.0064,0.55997,0,0,0,0,0,0,1.9267,,,,,,,,,,,
209.25,5223,16.4,4,4.1,0.14643,0.14604,0.00038586,0.084897,0.12378,0.16737,0.12378,-0.14171,8.9972,0.65426,0,0,0,0,0,0,1.8983,,,,,,,,,,,
209.7857,5238,14.4,4,3.6,0.12857,0.14626,-0.017689,0.085766,0.125,0.16898,0.125,-0.14287,8.9781,0.58095,0,0,0,0,0,0,1.8685,,,,,,,,,,,
210.3214,5253,8,4,2,0.075092,0.14668,-0.071586,0.086712,0.12632,0.17072,0.12632,-0.14412,8.9489,0.62919,0,0,0,0,0,0,1.8376,,,,,,,,,,,
210.8846,5268,6.6,4,1.65,0.059835,0.14727,-0.087432,0.087732,0.12775,0.1726,0.12775,-0.14545,8.9097,0.66284,0,0,0,0,0,0,1.8058,,,,,,,,,,,
211.4286,5283,7.8667,4,1.9667,0.070238,0.148,-0.077764,0.088821,0.12927,0.17461,0.12927,-0.14688,8.8606,0.56347,0,0,0,0,0,0,1.7734,,,,,,,,,,,
211.9643,5298,11.8667,4,2.9667,0.11302,0.14885,-0.035834,0.089972,0.13088,0.17673,0.13088,-0.14839,8.8018,0.49521,0,0,0,0,0,0,1.7406,,,,,,,,,,,
212.5357,5313,14.8,4,3.7,0.13214,0.14978,-0.017642,0.091174,0.13256,0.17894,0.13256,-0.14997,8.7335,0.50659,0,0,0,0,0,0,1.7076,,,,,,,,,,,
213.0714,5328,17.4,4,4.35,0.15775,0.15078,0.0069629,0.092418,0.1343,0.18124,0.1343,-0.15162,8.6562,0.56174,0,0,0,0,0,0,1.6748,,,,,,,,,,,
213.6154,5343,7,4,1.75,0.065705,0.15183,-0.086127,0.093697,0.13609,0.18361,0.13609,-0.15334,8.5707,0.41649,0,0,0,0,0,0,1.6424,,,,,,,,,,,
214.1786,5358,11,4,2.75,0.10124,0.15292,-0.051681,0.095004,0.13792,0.18603,0.13792,-0.1551,8.4781,0.32623,0,0,0,0,0,0,1.6106,,,,,,,,,,,
214.7308,5373,14.8667,4,3.7167,0.1375,0.15403,-0.01653,0.096338,0.1398,0.18851,0.1398,-0.15691,8.3795,0.30148,0,0,0,0,0,0,1.5796,,,,,,,,,,,
215.2857,5388,10.6,4,2.65,0.099011,0.15518,-0.056168,0.097697,0.14171,0.19103,0.14171,-0.15875,8.2761,0.39666,0,0,0,0,0,0,1.5497,,,,,,,,,,,
