cm Top_i (cm)                   ,age Top_i (yr BP)              ,char Count_i (#)               ,char Vol_i (cm3)               ,char Con_i (# cm-3)            ,char Acc_i (# cm-2 yr-1)       ,charBkg (# cm-2 yr-1)          ,char Peak (# cm-2 yr-1)        ,thresh 1 (# cm-2 yr-1)         ,thresh 2 (# cm-2 yr-1)         ,thresh 3 (# cm-2 yr-1)         ,thresh FinalPos (# cm-2 yr-1)  ,thresh FinalNeg (# cm-2 yr-1)  ,SNI (index)                    ,thresh GOF (p-val)             ,peaks 1                        ,peaks 2                        ,peaks 3                        ,peaks Final                    ,peaks Insig.                   ,peak Mag (# cm-2 peak-1)       ,smPeak Frequ (peaks 1ka-1)     ,smFRIs (yr*fire-1)             ,nFRIs (#)                      ,mFRI (yr fire-1)               ,mFRI_uCI (yr fire-1)           ,mFRI_lCI (yr fire-1)           ,WBLb (yr)                      ,WBLb_uCI (yr)                  ,WBLb_lCI (yr fire-1)           ,WBLc (unitless)                ,WBLc_uCI (unitless)            ,WBLc_lCI (unitless)            
6.7                             ,-40                            ,0.8                            ,3                              ,0.26667                        ,0.088                          ,0.068111                       ,0.019889                       ,0.058845                       ,0.10135                        ,0.149                          ,0.149                          ,-0.2365                        ,58.7612                        ,0.72226                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.8703                         ,NaN                            ,48                             ,120.2083                       ,94.4792                        ,146.25                         ,123.8317                       ,95.4571                        ,154.1982                       ,1.2815                         ,1.1285                         ,1.4915                         
10                              ,-30                            ,1.1                            ,3                              ,0.36667                        ,0.10817                        ,0.078371                       ,0.029796                       ,0.077627                       ,0.12631                        ,0.18088                        ,0.18088                        ,-0.26065                       ,57.1813                        ,0.72348                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.9216                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
12.95                           ,-20                            ,0.5                            ,3                              ,0.16667                        ,0.040833                       ,0.088685                       ,-0.047852                      ,0.096406                       ,0.15127                        ,0.21277                        ,0.21277                        ,-0.28481                       ,55.6178                        ,0.72456                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.9727                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
15.4                            ,-10                            ,2.9                            ,3                              ,0.96667                        ,0.22233                        ,0.099057                       ,0.12328                        ,0.11517                        ,0.17622                        ,0.24464                        ,0.24464                        ,-0.30898                       ,54.0709                        ,0.78977                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.0235                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
17.7                            ,0                              ,1.8                            ,3                              ,0.6                            ,0.1                            ,0.10949                        ,-0.0094899                     ,0.13391                        ,0.20114                        ,0.27648                        ,0.27648                        ,-0.33314                       ,52.5406                        ,0.88677                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.0741                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
19.3667                         ,10                             ,3.4                            ,3                              ,1.1333                         ,0.16244                        ,0.11998                        ,0.04246                        ,0.15262                        ,0.22601                        ,0.30827                        ,0.30827                        ,-0.35729                       ,51.027                         ,0.83424                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.1244                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
20.8                            ,20                             ,4                              ,3                              ,1.3333                         ,0.21333                        ,0.13054                        ,0.08279                        ,0.17128                        ,0.25082                        ,0.33999                        ,0.33999                        ,-0.38141                       ,49.5299                        ,0.85461                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.1745                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
22.4                            ,30                             ,2.8                            ,3                              ,0.93333                        ,0.13378                        ,0.14116                        ,-0.0073869                     ,0.18987                        ,0.27556                        ,0.3716                         ,0.3716                         ,-0.40548                       ,48.0488                        ,0.91927                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.2243                         ,156.0051                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
23.8333                         ,40                             ,2.2                            ,3                              ,0.73333                        ,0.10511                        ,0.15185                        ,-0.046737                      ,0.20839                        ,0.3002                         ,0.4031                         ,0.4031                         ,-0.4295                        ,46.5832                        ,0.91862                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.2739                         ,155.1932                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
25.2667                         ,50                             ,1.6                            ,3                              ,0.53333                        ,0.087111                       ,0.16259                        ,-0.075482                      ,0.22682                        ,0.32472                        ,0.43446                        ,0.43446                        ,-0.45344                       ,45.1322                        ,0.80231                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.3233                         ,154.3812                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
26.9                            ,60                             ,0.6                            ,3                              ,0.2                            ,0.033333                       ,0.1734                         ,-0.14006                       ,0.24514                        ,0.34911                        ,0.46566                        ,0.46566                        ,-0.47729                       ,43.6949                        ,0.80272                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.3724                         ,153.5692                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
28.5667                         ,70                             ,2.9                            ,3                              ,0.96667                        ,0.17078                        ,0.18426                        ,-0.013482                      ,0.26335                        ,0.37336                        ,0.49668                        ,0.49668                        ,-0.50104                       ,42.2702                        ,0.80244                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.4213                         ,152.7573                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
30.3333                         ,80                             ,4.9                            ,3                              ,1.6333                         ,0.28856                        ,0.19518                        ,0.093372                       ,0.28144                        ,0.39746                        ,0.52751                        ,0.52751                        ,-0.52468                       ,40.857                         ,0.73456                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.4701                         ,151.9453                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
32.1                            ,90                             ,3.4                            ,3                              ,1.1333                         ,0.19267                        ,0.20617                        ,-0.013504                      ,0.29941                        ,0.4214                         ,0.55815                        ,0.55815                        ,-0.54821                       ,39.454                         ,0.66365                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.5186                         ,151.1333                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
33.8                            ,100                            ,4                              ,3                              ,1.3333                         ,0.23556                        ,0.21722                        ,0.018333                       ,0.31725                        ,0.44519                        ,0.58859                        ,0.58859                        ,-0.57163                       ,38.0601                        ,0.72857                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.567                          ,150.3214                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
35.5667                         ,110                            ,7.8                            ,3                              ,2.6                            ,0.43767                        ,0.22834                        ,0.20933                        ,0.33499                        ,0.46883                        ,0.61885                        ,0.61885                        ,-0.59494                       ,36.674                         ,0.73374                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.6152                         ,149.5094                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
37.25                           ,120                            ,2.5                            ,3                              ,0.83333                        ,0.14583                        ,0.23952                        ,-0.093686                      ,0.35262                        ,0.49234                        ,0.64895                        ,0.64895                        ,-0.61816                       ,35.2945                        ,0.02128                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.6632                         ,148.6974                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
39                              ,130                            ,3.7                            ,3                              ,1.2333                         ,0.222                          ,0.25076                        ,-0.028758                      ,0.37019                        ,0.51576                        ,0.67894                        ,0.67894                        ,-0.64131                       ,33.9204                        ,0.037213                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.711                          ,147.8854                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
40.8                            ,140                            ,19.6                           ,3                              ,6.5333                         ,1.2413                         ,0.26205                        ,0.97928                        ,0.38772                        ,0.53914                        ,0.70888                        ,0.70888                        ,-0.66442                       ,32.5504                        ,0.015764                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.7587                         ,147.1141                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
42.7                            ,150                            ,359                            ,3                              ,119.6667                       ,23.5344                        ,0.27339                        ,23.2611                        ,0.40525                        ,0.56253                        ,0.73883                        ,0.73883                        ,-0.68754                       ,31.1838                        ,0.012711                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.8062                         ,146.3428                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
44.6667                         ,160                            ,43.3                           ,3                              ,14.4333                        ,2.7423                         ,0.28475                        ,2.4576                         ,0.42285                        ,0.586                          ,0.76888                        ,0.76888                        ,-0.71073                       ,29.8202                        ,0.017302                       ,1                              ,1                              ,1                              ,1                              ,0                              ,293.776                        ,5.8536                         ,145.5716                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
46.5667                         ,170                            ,1.9                            ,3                              ,0.63333                        ,0.12561                        ,0.29613                        ,-0.17051                       ,0.44058                        ,0.60964                        ,0.79913                        ,0.79913                        ,-0.73404                       ,28.4606                        ,0.02063                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.9008                         ,144.8003                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
48.55                           ,180                            ,4.4                            ,3                              ,1.4667                         ,0.29333                        ,0.30748                        ,-0.014144                      ,0.45854                        ,0.63357                        ,0.82976                        ,0.82976                        ,-0.75758                       ,27.1095                        ,0.025475                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.9478                         ,144.029                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
50.55                           ,190                            ,1.1                            ,3                              ,0.36667                        ,0.072722                       ,0.31877                        ,-0.24605                       ,0.47686                        ,0.65798                        ,0.86098                        ,0.86098                        ,-0.78151                       ,25.7793                        ,0.039162                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.9947                         ,143.2577                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
52.5333                         ,200                            ,1.5                            ,2.3                            ,0.66667                        ,0.12667                        ,0.32998                        ,-0.20331                       ,0.4957                         ,0.68304                        ,0.89304                        ,0.89304                        ,-0.80599                       ,24.4995                        ,0.048885                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.0414                         ,142.4864                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
54.4333                         ,210                            ,3.6                            ,2.1                            ,1.68                           ,0.336                          ,0.34108                        ,-0.0050776                     ,0.5151                         ,0.70886                        ,0.92604                        ,0.92604                        ,-0.83115                       ,23.3173                        ,0.045557                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.088                          ,141.7151                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
56.4333                         ,220                            ,35.6                           ,2.2                            ,17.5667                        ,3.3377                         ,0.35209                        ,2.9856                         ,0.53096                        ,0.73016                        ,0.95345                        ,0.95345                        ,-0.85314                       ,22.4738                        ,0.056322                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.1344                         ,140.9438                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
58.3333                         ,230                            ,31.8                           ,2.3                            ,15.5333                        ,2.8478                         ,0.36309                        ,2.4847                         ,0.54577                        ,0.75013                        ,0.97921                        ,0.97921                        ,-0.87419                       ,21.6848                        ,0.11788                        ,1                              ,1                              ,1                              ,1                              ,0                              ,38.9136                        ,6.1806                         ,140.1725                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
60.1667                         ,240                            ,4.7                            ,3                              ,1.5667                         ,0.26372                        ,0.37278                        ,-0.10906                       ,0.55936                        ,0.76854                        ,1.003                          ,1.003                          ,-0.8941                        ,20.9469                        ,0.1342                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.2266                         ,139.426                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
61.85                           ,250                            ,5.4                            ,3                              ,1.8                            ,0.315                          ,0.37971                        ,-0.064709                      ,0.57159                        ,0.78521                        ,1.0247                         ,1.0247                         ,-0.91271                       ,20.2556                        ,0.096757                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.2724                         ,138.6795                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
63.6                            ,260                            ,3                              ,3                              ,1                              ,0.15                           ,0.38777                        ,-0.23777                       ,0.58225                        ,0.79987                        ,1.0438                         ,1.0438                         ,-0.92977                       ,19.6047                        ,0.076007                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.318                          ,137.9331                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
65.1                            ,270                            ,4.7                            ,3                              ,1.5667                         ,0.25067                        ,0.39534                        ,-0.14467                       ,0.59113                        ,0.81222                        ,1.06                           ,1.06                           ,-0.94503                       ,18.9873                        ,0.10062                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.3634                         ,137.1866                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
66.7                            ,280                            ,10.4                           ,3                              ,3.4667                         ,0.56333                        ,0.40237                        ,0.16096                        ,0.59797                        ,0.82194                        ,1.073                          ,1.073                          ,-0.95822                       ,18.396                         ,0.071137                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.4086                         ,136.4401                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
68.325                          ,290                            ,27.8                           ,3                              ,9.2667                         ,1.4132                         ,0.40882                        ,1.0043                         ,0.60261                        ,0.82882                        ,1.0824                         ,1.0824                         ,-0.96917                       ,17.824                         ,0.084356                       ,1                              ,1                              ,0                              ,0                              ,0                              ,0                              ,6.4535                         ,135.6937                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
69.85                           ,300                            ,8.3                            ,3                              ,2.7667                         ,0.40117                        ,0.41467                        ,-0.013506                      ,0.60492                        ,0.83271                        ,1.088                          ,1.088                          ,-0.97774                       ,17.2654                        ,0.10368                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.4982                         ,134.9472                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
71.3                            ,310                            ,20.7                           ,3                              ,6.9                            ,1.035                          ,0.41997                        ,0.61503                        ,0.60489                        ,0.83356                        ,1.0899                         ,1.0899                         ,-0.98391                       ,16.7151                        ,0.095932                       ,1                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5425                         ,134.2007                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
72.8                            ,320                            ,20.2                           ,3                              ,6.7333                         ,0.92583                        ,0.42475                        ,0.50108                        ,0.60256                        ,0.83144                        ,1.088                          ,1.088                          ,-0.98771                       ,16.1696                        ,0.085349                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5866                         ,133.4543                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
74.175                          ,330                            ,2.4                            ,3                              ,0.8                            ,0.11133                        ,0.42902                        ,-0.31768                       ,0.59807                        ,0.82653                        ,1.0826                         ,1.0826                         ,-0.98927                       ,15.6261                        ,0.095139                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6303                         ,132.7078                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
75.5667                         ,340                            ,10                             ,3                              ,3.3333                         ,0.48611                        ,0.43274                        ,0.053367                       ,0.5916                         ,0.81905                        ,1.074                          ,1.074                          ,-0.98875                       ,15.0829                        ,0.06112                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6737                         ,131.994                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
77.025                          ,350                            ,13                             ,3                              ,4.3333                         ,0.59583                        ,0.43594                        ,0.1599                         ,0.58337                        ,0.80929                        ,1.0625                         ,1.0625                         ,-0.98635                       ,14.5382                        ,0.059349                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7167                         ,131.2802                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
78.4                            ,360                            ,27.6                           ,3                              ,9.2                            ,1.242                          ,0.4386                         ,0.8034                         ,0.57361                        ,0.79754                        ,1.0485                         ,1.0485                         ,-0.98228                       ,13.9918                        ,0.06279                        ,1                              ,1                              ,0                              ,0                              ,0                              ,0                              ,6.7593                         ,130.5664                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
79.75                           ,370                            ,20.8                           ,3                              ,6.9333                         ,0.86667                        ,0.44073                        ,0.42594                        ,0.5625                         ,0.78404                        ,1.0323                         ,1.0323                         ,-0.97672                       ,13.4449                        ,0.032821                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8014                         ,129.8526                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
