cm Top_i (cm),age Top_i (yr BP),char Count_i (#),char Vol_i (cm3),char Con_i (# cm-3),char Acc_i (# cm-2 yr-1),charBkg (# cm-2 yr-1),char Peak (# cm-2 yr-1),thresh 1 (# cm-2 yr-1),thresh 2 (# cm-2 yr-1),thresh 3 (# cm-2 yr-1),thresh FinalPos (# cm-2 yr-1),thresh FinalNeg (# cm-2 yr-1),SNI (index),thresh GOF (p-val),peaks 1,peaks 2,peaks 3,peaks Final,peaks Insig.,peak Mag (# cm-2 peak-1),smPeak Frequ (peaks 1ka-1),smFRIs (yr fire-1),nFRIs (#),mFRI (yr fire-1),mFRI_uCI (yr fire-1),mFRI_lCI (yr fire-1),WBLb (yr),WBLb_uCI (yr),WBLb_lCI (yr),WBLc (unitless),WBLc_uCI (unitless),WBLc_lCI (unitless)
59.5647,2238,2.4833,3,0.82778,0.020612,0.013237,0.0073751,0.014402,0.020328,0.026971,0.020328,-0.020133,5.2687,0.48824,0,0,0,0,0,0,3.828,235.9841,,,,,,,,,,
59.9382,2253,2.1693,3,0.72311,0.018048,0.013247,0.0048008,0.014372,0.020279,0.0269,0.020279,-0.02005,5.3557,0.65721,0,0,0,0,0,0,3.7839,241.4716,,,,,,,,,,
60.3126,2268,2.4967,3,0.83222,0.020847,0.013222,0.0076248,0.01433,0.020214,0.02681,0.020214,-0.019957,5.4465,0.66988,0,0,0,0,0,0,3.7414,246.9591,,,,,,,,,,
60.6883,2283,0.69067,3,0.23022,0.0057836,0.013118,-0.0073345,0.014281,0.020138,0.026704,0.020138,-0.019854,5.5411,0.54133,0,0,0,0,0,0,3.7003,252.4466,,,,,,,,,,
61.0651,2298,2.47,3,0.82333,0.02074,0.012988,0.0077512,0.014225,0.020054,0.026588,0.020054,-0.019744,5.6393,0.46176,0,0,0,0,0,0,3.6609,257.9341,,,,,,,,,,
61.443,2313,2.788,3,0.92933,0.023494,0.012838,0.010655,0.014165,0.019964,0.026464,0.019964,-0.019625,5.7412,0.56643,0,0,0,0,0,0,3.623,263.4216,,,,,,,,,,
61.8222,2328,0.532,3,0.17733,0.0044941,0.012731,-0.0082368,0.014102,0.019868,0.026332,0.019868,-0.019501,5.8465,0.63473,0,0,0,0,0,0,3.5869,268.9091,,,,,,,,,,
62.2023,2343,2.53,3,0.84333,0.021449,0.0126,0.0088493,0.014034,0.019767,0.026193,0.019767,-0.019371,5.9548,0.42252,0,0,0,0,0,0,3.5525,274.6093,,,,,,,,,,
62.5838,2358,2.5653,3,0.85511,0.021817,0.012451,0.0093662,0.013963,0.01966,0.026046,0.01966,-0.019236,6.0658,0.47025,0,0,0,0,0,0,3.52,280.3421,,,,,,,,,,
62.9665,2373,0.786,3,0.262,0.0067111,0.012289,-0.005578,0.013887,0.019547,0.025892,0.019547,-0.019098,6.179,0.44743,0,0,0,0,0,0,3.4892,286.075,,,,,,,,,,
63.3508,2388,1.388,3,0.46267,0.011878,0.012119,-0.00024129,0.013806,0.019428,0.025731,0.019428,-0.018959,6.2938,0.49437,0,0,0,0,0,0,3.4602,291.8079,,,,,,,,,,
63.7359,2403,2.6233,3,0.87444,0.022542,0.011945,0.010597,0.01372,0.019303,0.025562,0.019303,-0.018818,6.4099,0.52629,0,0,0,0,0,0,3.4329,297.5407,,,,,,,,,,
64.1225,2418,0,3,0,0,0.011769,-0.011769,0.013629,0.019173,0.025387,0.019173,-0.018676,6.5269,0.5025,0,0,0,0,0,0,3.4071,303.2736,,,,,,,,,,
64.5104,2433,0.384,3,0.128,0.0033222,0.011595,-0.0082724,0.013534,0.019038,0.025206,0.019038,-0.018535,6.6442,0.57458,0,0,0,0,0,0,3.3827,309.0477,,,,,,,,,,
64.8997,2448,0.56733,3,0.18911,0.0049265,0.011422,-0.0064958,0.013438,0.0189,0.025023,0.0189,-0.018395,6.7612,0.63852,0,0,0,0,0,0,3.3596,314.9869,,,,,,,,,,
65.2904,2463,2.0707,3,0.69022,0.018038,0.011256,0.0067824,0.013347,0.018771,0.024852,0.018771,-0.018263,6.8762,0.45507,0,0,0,0,0,0,3.3378,320.9262,,,,,,,,,,
65.6825,2478,1.1927,3,0.39756,0.01043,0.011099,-0.00066946,0.013268,0.018658,0.0247,0.018658,-0.018144,6.988,0.44157,0,0,0,0,0,0,3.3173,326.8654,,,,,,,,,,
66.076,2493,1.4413,3,0.48044,0.012645,0.010955,0.0016898,0.013203,0.018564,0.024573,0.018564,-0.018038,7.0959,0.46738,0,0,0,0,0,0,3.2982,332.8046,,,,,,,,,,
66.4708,2508,1.926,3,0.642,0.016973,0.010827,0.0061457,0.013152,0.018488,0.02447,0.018488,-0.017944,7.199,0.48631,0,0,0,0,0,0,3.2806,338.7438,,,,,,,,,,
66.8673,2523,2.55,3,0.85,0.022559,0.010651,0.011909,0.013113,0.018428,0.024386,0.018428,-0.017861,7.297,0.49113,0,0,0,0,0,0,3.2641,344.683,,,,,,,,,,
67.2654,2538,0.824,3,0.27467,0.0073146,0.010533,-0.0032179,0.013083,0.018381,0.024319,0.018381,-0.017787,7.3894,0.38529,0,0,0,0,0,0,3.2517,,,,,,,,,,,
67.6649,2553,1.672,3,0.55733,0.014903,0.010429,0.0044736,0.013059,0.018341,0.024261,0.018341,-0.017718,7.4759,0.42218,0,0,0,0,0,0,3.2421,,,,,,,,,,,
68.066,2568,1.0853,3,0.36178,0.0097157,0.010342,-0.00062598,0.013038,0.018305,0.024209,0.018305,-0.017653,7.5564,0.47806,0,0,0,0,0,0,3.2342,,,,,,,,,,,
68.4688,2583,0.45867,2.3813,0.15289,0.0041221,0.010267,-0.0061449,0.013018,0.01827,0.024158,0.01827,-0.01759,7.6309,0.39898,0,0,0,0,0,0,3.2269,,,,,,,,,,,
68.8732,2598,0.52867,3,0.17622,0.0047706,0.010202,-0.005431,0.012995,0.018233,0.024104,0.018233,-0.017527,7.6997,0.41307,0,0,0,0,0,0,3.22,,,,,,,,,,,
69.2793,2613,1.626,3,0.542,0.014734,0.010245,0.0044893,0.012969,0.018192,0.024046,0.018192,-0.017464,7.7628,0.39787,0,0,0,0,0,0,3.2131,,,,,,,,,,,
69.6871,2628,0.61,2.882,0.20333,0.0055542,0.010249,-0.0046944,0.012938,0.018145,0.023981,0.018145,-0.017401,7.8205,0.45393,0,0,0,0,0,0,3.2059,,,,,,,,,,,
70.0968,2643,0,2.8133,0,0,0.010219,-0.010219,0.012911,0.018107,0.023932,0.018107,-0.01737,7.8548,0.56968,0,0,0,0,0,0,3.1986,,,,,,,,,,,
70.5083,2658,0,3,0,0,0.010167,-0.010167,0.012862,0.018043,0.02385,0.018043,-0.017327,7.8869,0.64579,0,0,0,0,0,0,3.191,,,,,,,,,,,
70.9215,2673,7.296,3,2.432,0.067289,0.0101,0.05719,0.012803,0.017965,0.023751,0.017965,-0.017279,7.9175,0.64473,0,0,0,0,0,0,3.1831,,,,,,,,,,,
71.3366,2688,8.41,3,2.8033,0.077943,0.010023,0.06792,0.012738,0.017881,0.023646,0.017881,-0.01723,7.947,0.71798,0,0,0,0,0,0,3.1749,,,,,,,,,,,
71.7536,2703,10.8227,3,3.6076,0.1008,0.009941,0.090855,0.012673,0.017796,0.023538,0.017796,-0.01718,7.9757,0.72848,0,0,0,0,0,0,3.1665,,,,,,,,,,,
72.1727,2718,6.21,3,2.07,0.0581,0.0098561,0.048244,0.012607,0.017711,0.023432,0.017711,-0.017132,8.0037,0.73247,0,0,0,0,0,0,3.1579,,,,,,,,,,,
72.5938,2733,7.87,3,2.6233,0.07402,0.0097701,0.064249,0.012543,0.017628,0.023327,0.017628,-0.017086,8.031,0.77712,1,1,1,1,0,4.5501,3.1492,,,,,,,,,,,
73.017,2748,1,3,0.33333,0.009452,0.0096843,-0.00023224,0.01248,0.017547,0.023226,0.017547,-0.017043,8.0576,0.80239,0,0,0,0,0,0,3.1403,,,,,,,,,,,
73.4423,2763,0.694,3,0.23133,0.0065912,0.0095997,-0.0030084,0.012419,0.017468,0.023128,0.017468,-0.017001,8.0836,0.80895,0,0,0,0,0,0,3.1314,,,,,,,,,,,
73.8697,2778,0.722,3,0.24067,0.0068908,0.0095169,-0.0026261,0.01236,0.017393,0.023033,0.017393,-0.016963,8.1089,0.74939,0,0,0,0,0,0,3.1225,,,,,,,,,,,
74.2992,2793,0.46533,3,0.15511,0.0044678,0.0094366,-0.0049687,0.012303,0.01732,0.022942,0.01732,-0.016927,8.1335,0.75454,0,0,0,0,0,0,3.1136,,,,,,,,,,,
74.7313,2808,1.142,3,0.38067,0.011023,0.0093592,0.0016635,0.012249,0.01725,0.022856,0.01725,-0.016895,8.1575,7.4435e-05,0,0,0,0,0,0,3.1049,,,,,,,,,,,
75.1656,2823,1.388,3,0.46267,0.013467,0.0092852,0.004182,0.012196,0.017183,0.022773,0.017183,-0.016864,8.1808,0.77012,0,0,0,0,0,0,3.0963,,,,,,,,,,,
75.6022,2838,1.564,3,0.52133,0.015266,0.0092148,0.0060516,0.012144,0.017117,0.022692,0.017117,-0.016836,8.2035,0.7681,0,0,0,0,0,0,3.0879,,,,,,,,,,,
76.0415,2853,4.8907,3,1.6302,0.048007,0.0091482,0.038859,0.012093,0.017053,0.022612,0.017053,-0.016809,8.2257,0.85802,0,1,1,1,0,0.32709,3.0797,,,,,,,,,,,
76.4832,2868,2.2027,3,0.73422,0.02175,0.0090853,0.012665,0.012042,0.016988,0.022533,0.016988,-0.016783,8.2474,0.81375,1,0,0,0,0,0,3.0719,,,,,,,,,,,
76.9276,2883,0.71867,3,0.23956,0.0071411,0.0090261,-0.001885,0.01199,0.016924,0.022453,0.016924,-0.016758,8.2687,0.70922,0,0,0,0,0,0,3.0643,,,,,,,,,,,
77.3747,2898,1.4447,3,0.48156,0.014447,0.0089703,0.0054763,0.011937,0.016858,0.022372,0.016858,-0.016733,8.2897,0.7664,0,0,0,0,0,0,3.0572,,,,,,,,,,,
77.8247,2913,1.328,3,0.44267,0.013357,0.0089175,0.0044394,0.011883,0.01679,0.02229,0.01679,-0.016707,8.3102,0.65817,0,0,0,0,0,0,3.0505,,,,,,,,,,,
78.2773,2928,0.51067,3,0.17022,0.0051709,0.0088675,-0.0036966,0.011828,0.01672,0.022204,0.01672,-0.016682,8.3303,0.7459,0,0,0,0,0,0,3.0442,,,,,,,,,,,
78.733,2943,2.252,3,0.75067,0.022961,0.0088197,0.014142,0.01177,0.016648,0.022116,0.016648,-0.016656,8.3501,0.89378,0,0,0,0,0,0,3.0384,,,,,,,,,,,
79.1918,2958,1.38,3,0.46,0.014171,0.0087738,0.0053974,0.01171,0.016574,0.022025,0.016574,-0.016629,8.3695,0.78242,0,0,0,0,0,0,3.0332,,,,,,,,,,,
79.6539,2973,0.20733,2.731,0.069111,0.0021426,0.0087292,-0.0065866,0.011649,0.016497,0.021931,0.016497,-0.016602,8.3886,0.83931,0,0,0,0,0,0,3.0284,,,,,,,,,,,
80.1189,2988,0.186,3,0.062,0.0015751,0.0086853,-0.0071102,0.011585,0.016417,0.021834,0.016417,-0.016574,8.4072,0.84563,0,0,0,0,0,0,3.0241,,,,,,,,,,,
,3003,0.34533,1.036,0.11511,0,0.0086416,-0.0086416,0.011519,0.016335,0.021733,0.016335,-0.016545,8.4255,0.87044,0,0,0,0,0,0,3.0204,,,,,,,,,,,
